time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-03-06T17:46:22.960Z,36.0628333,-120.0708333,8.13,1.79,md,40,212,0.03149,0.07,nc,nc72771086,2017-03-07T02:25:02.533Z,"8km NE of Avenal, California",earthquake,0.92,0.33,0.109,23,reviewed,nc,nc
2017-03-06T17:45:29.620Z,36.076,-120.0545,8.56,1.51,md,32,258,0.0471,0.07,nc,nc72771091,2017-03-07T00:01:02.201Z,"10km NE of Avenal, California",earthquake,1.23,0.29,0.177,16,reviewed,nc,nc
2017-03-06T17:35:19.180Z,19.4016667,-155.2683333,8.966,0.73,md,14,70,0.01965,0.12,hv,hv61631826,2017-03-06T23:52:49.200Z,"4km SW of Volcano, Hawaii",earthquake,0.5,0.66,0.061,6,reviewed,hv,hv
2017-03-06T17:35:00.406Z,60.9202,-152.9268,140.5,1.8,ml,,,,1.06,ak,ak15447747,2017-03-06T17:38:37.771Z,"49km NNW of Redoubt Volcano, Alaska",earthquake,,2.5,,,automatic,ak,ak
2017-03-06T17:30:50.090Z,60.8729,167.2543,18.05,5.2,mb,,48,7.23,1.01,us,us100087br,2017-03-06T19:02:29.040Z,"77km NE of Tilichiki, Russia",earthquake,7.5,3.7,0.027,454,reviewed,us,us
2017-03-06T17:27:49.860Z,34.0575,-116.983,16.14,1.2,ml,31,47,0.05313,0.14,ci,ci37820760,2017-03-07T22:32:26.759Z,"6km ENE of Yucaipa, CA",earthquake,0.27,0.6,0.149,19,reviewed,ci,ci
2017-03-06T16:54:15.780Z,34.094,-117.4368333,4.1,1.24,ml,49,40,0.005781,0.13,ci,ci37820752,2017-03-07T22:32:21.104Z,"2km ESE of Fontana, CA",earthquake,0.16,0.32,0.125,17,reviewed,ci,ci
2017-03-06T16:25:39.840Z,1.2018,126.5381,39.93,4.6,mb,,88,0.932,0.89,us,us100087aq,2017-03-06T17:57:57.040Z,"103km WNW of Kota Ternate, Indonesia",earthquake,7,7.7,0.081,45,reviewed,us,us
2017-03-06T16:21:09.250Z,38.8235016,-122.8073349,2.3,0.82,md,12,117,0.002142,0.01,nc,nc72771081,2017-03-06T16:36:03.131Z,"6km NW of The Geysers, California",earthquake,0.38,0.51,0.06,3,automatic,nc,nc
2017-03-06T16:17:25.960Z,39.8766,143.1645,31.98,4.6,mb,,147,1.846,0.5,us,us100087ap,2017-03-06T17:37:27.040Z,"107km ENE of Miyako, Japan",earthquake,5.8,3.9,0.09,37,reviewed,us,us
2017-03-06T16:13:06.070Z,35.9865,-117.3576667,2.34,1.65,ml,28,55,0.1128,0.12,ci,ci37820744,2017-03-07T22:32:46.161Z,"25km N of Searles Valley, CA",earthquake,0.18,0.44,0.133,24,reviewed,ci,ci
2017-03-06T15:52:30.260Z,33.7223333,-116.833,15.17,0.83,ml,28,101,0.08348,0.12,ci,ci37820736,2017-03-07T22:32:45.133Z,"6km ESE of Valle Vista, CA",earthquake,0.25,0.38,0.134,15,reviewed,ci,ci
2017-03-06T15:50:35.541Z,36.7273,-116.1945,3.9,0,ml,7,111.33,0.015,0.0686,nn,nn00581042,2017-03-06T17:31:55.916Z,"54km ESE of Beatty, Nevada",earthquake,,2.4,0.32,3,reviewed,nn,nn
2017-03-06T15:49:45.271Z,36.7321,-116.1861,3,-0.1,ml,11,120.65,0.022,0.1343,nn,nn00581041,2017-03-06T17:28:43.404Z,"54km ESE of Beatty, Nevada",earthquake,,1.6,0.3,4,reviewed,nn,nn
2017-03-06T15:35:09.320Z,33.7185,-116.835,15.09,1.16,ml,37,82,0.0804,0.12,ci,ci37820720,2017-03-07T22:32:34.523Z,"6km ESE of Valle Vista, CA",earthquake,0.19,0.31,0.143,21,reviewed,ci,ci
2017-03-06T15:25:42.450Z,44.7468333,-111.1885,10.03,0.19,md,6,137,0.00677,0.06,uu,uu60188592,2017-03-06T20:37:30.700Z,"11km NW of West Yellowstone, Montana",earthquake,0.57,0.85,0.304,5,reviewed,uu,uu
2017-03-06T15:24:40.220Z,34.6388333,-116.6648333,2.75,1.98,ml,60,40,0.03373,0.14,ci,ci37820712,2017-03-07T22:33:13.952Z,"35km NE of Lucerne Valley, CA",earthquake,0.12,0.27,0.158,25,reviewed,ci,ci
2017-03-06T15:23:57.227Z,38.3826,-118.8735,13.2,1,ml,6,190.4,0.318,0.1226,nn,nn00581040,2017-03-06T17:22:21.703Z,"26km SW of Hawthorne, Nevada",earthquake,,22.5,0,1,reviewed,nn,nn
2017-03-06T15:22:32.460Z,38.8258333,-122.825,1.85,1.53,md,38,43,0.008291,0.03,nc,nc72771071,2017-03-07T19:51:03.574Z,"8km W of Cobb, California",earthquake,0.13,0.2,0.29,17,reviewed,nc,nc
2017-03-06T15:10:34.814Z,65.3167,-149.1066,0,1.2,ml,,,,0.25,ak,ak15447227,2017-03-06T15:17:34.681Z,"73km NW of Ester, Alaska",earthquake,,1.2,,,automatic,ak,ak
2017-03-06T15:09:25.191Z,36.3303,-116.2741,6,0.1,ml,9,208.75,0.123,0.1282,nn,nn00581039,2017-03-06T17:19:12.893Z,"29km WNW of Pahrump, Nevada",earthquake,,4.3,0.64,2,reviewed,nn,nn
2017-03-06T15:04:20.120Z,33.503,-116.7931667,5.06,0.94,ml,34,39,0.07779,0.1,ci,ci37820704,2017-03-07T22:33:09.183Z,"9km NE of Aguanga, CA",earthquake,0.13,0.65,0.109,25,reviewed,ci,ci
2017-03-06T14:55:00.781Z,37.2902,-117.6223,6.6,0.8,ml,8,98.93,0.06,0.1739,nn,nn00581038,2017-03-06T17:09:47.023Z,"57km SW of Goldfield, Nevada",earthquake,,1.9,0.19,3,reviewed,nn,nn
2017-03-06T14:54:24.722Z,39.3802,-119.7464,3.8,0.1,ml,4,264.62,0.017,0.0852,nn,nn00581016,2017-03-06T15:26:56.420Z,"11km NW of Virginia City, Nevada",earthquake,,3.1,0.04,2,reviewed,nn,nn
2017-03-06T14:44:57.500Z,38.8195,-122.7786636,0.4,0.5,md,10,61,0.006429,0.02,nc,nc72771056,2017-03-06T14:59:02.944Z,"4km W of Cobb, California",earthquake,0.27,0.49,0.19,4,automatic,nc,nc
2017-03-06T14:38:46.998Z,51.4075,-178.16,18.5,3.4,ml,,,,0.48,ak,ak15447225,2017-03-06T17:01:06.535Z,"53km S of Tanaga Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-03-06T14:24:03.490Z,33.4943333,-116.7895,5,0.75,ml,28,60,0.08322,0.09,ci,ci37820600,2017-03-07T22:32:23.042Z,"9km NE of Aguanga, CA",earthquake,0.14,0.7,0.107,22,reviewed,ci,ci
2017-03-06T14:12:48.390Z,38.8275,-122.8088333,2.05,1.19,md,36,35,0.004212,0.03,nc,nc72771051,2017-03-08T03:24:01.595Z,"7km W of Cobb, California",earthquake,0.13,0.21,0.126,11,reviewed,nc,nc
2017-03-06T14:01:14.410Z,60.4667,-152.7162,99.9,1.9,ml,,,,0.65,ak,ak15446787,2017-03-06T16:55:15.310Z,"2km SE of Redoubt Volcano, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-03-06T13:35:16.000Z,-31.238,-68.376,104,4.1,ml,,,,1.14,us,us100087a1,2017-03-06T14:23:38.040Z,"26km NNE of Albardon, Argentina",earthquake,5.3,9.9,0.052,48,reviewed,sja,us
2017-03-06T13:24:31.770Z,33.5023333,-116.7913333,4.53,1.07,ml,42,32,0.07742,0.14,ci,ci37820592,2017-03-07T22:33:06.619Z,"10km NE of Aguanga, CA",earthquake,0.14,0.36,0.135,27,reviewed,ci,ci
2017-03-06T13:05:48.766Z,57.7581,-156.405,130.3,2.7,ml,,,,0.81,ak,ak15446784,2017-03-06T13:16:09.947Z,"104km S of King Salmon, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-03-06T12:57:20.711Z,38.4326,-118.9023,14.7,1.3,ml,6,214.51,0.361,0.1332,nn,nn00581033,2017-03-06T16:57:13.785Z,"26km WSW of Hawthorne, Nevada",earthquake,,8.3,0.02,2,reviewed,nn,nn
2017-03-06T12:53:41.030Z,41.9509,-119.6355,7.1,1.6,ml,5,117.63,0.116,0.1264,nn,nn00581031,2017-03-06T16:41:49.671Z,"64km ESE of Lakeview, Oregon",earthquake,,4.6,0,1,reviewed,nn,nn
2017-03-06T12:47:21.530Z,36.0053333,-120.5636667,3.57,0.59,md,22,101,0.02231,0.05,nc,nc72771046,2017-03-07T21:33:16.331Z,"23km SW of Coalinga, California",earthquake,0.23,0.41,0.201,11,reviewed,nc,nc
2017-03-06T12:45:16.839Z,59.916,-148.2264,17.9,2.3,ml,,,,0.82,ak,ak15446781,2017-03-06T12:52:25.714Z,"70km ESE of Seward, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-03-06T12:40:30.110Z,19.38,-155.2353333,2.909,2.79,ml,48,45,0.008108,0.11,hv,hv61631466,2017-03-07T02:17:55.440Z,"5km S of Volcano, Hawaii",earthquake,0.2,0.19,0.152,23,reviewed,hv,hv
2017-03-06T12:34:18.232Z,64.2152,-149.95,25.9,1.3,ml,,,,0.36,ak,ak15446779,2017-03-06T12:40:43.999Z,"57km SW of North Nenana, Alaska",earthquake,,1,,,automatic,ak,ak
2017-03-06T12:26:08.830Z,38.8123333,-122.8206667,2.66,1.04,md,32,89,0.007496,0.04,nc,nc72771041,2017-03-07T23:59:55.330Z,"6km NW of The Geysers, California",earthquake,0.2,0.27,0.147,9,reviewed,nc,nc
2017-03-06T12:23:00.448Z,60.368,-151.6306,59.1,1.9,ml,,,,0.61,ak,ak15446774,2017-03-06T12:31:15.943Z,"17km W of Cohoe, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-03-06T12:20:50.017Z,60.4025,-151.6333,55.9,1.8,ml,,,,0.49,ak,ak15446772,2017-03-06T12:31:16.202Z,"18km WNW of Cohoe, Alaska",earthquake,,1.4,,,automatic,ak,ak
2017-03-06T12:16:39.750Z,38.8123333,-122.818,3.17,1.28,md,32,94,0.009394,0.06,nc,nc72771036,2017-03-08T11:30:03.561Z,"6km NW of The Geysers, California",earthquake,0.25,0.35,0.19,13,reviewed,nc,nc
2017-03-06T12:09:33.900Z,38.8138351,-122.8188324,2.59,1.01,md,8,85,0.009483,0.01,nc,nc72771031,2017-03-06T12:24:02.607Z,"6km NW of The Geysers, California",earthquake,0.54,0.65,0.01,4,automatic,nc,nc
2017-03-06T12:08:14.050Z,33.7156667,-116.7185,17.69,0.7,ml,22,132,0.005719,0.08,ci,ci37820584,2017-03-07T22:32:09.658Z,"3km S of Idyllwild, CA",earthquake,0.27,0.36,0.118,11,reviewed,ci,ci
2017-03-06T12:03:46.050Z,44.7176667,-111.0631667,8.87,0.52,md,7,114,0.05819,0.13,uu,uu60188587,2017-03-06T18:41:04.470Z,"6km NNE of West Yellowstone, Montana",earthquake,0.53,1.06,0.319,5,reviewed,uu,uu
2017-03-06T11:58:46.587Z,61.7045,-148.1229,0,1.1,ml,,,,1.01,ak,ak15446335,2017-03-06T12:05:48.519Z,"39km ESE of Sutton-Alpine, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-03-06T11:56:53.500Z,38.8171654,-122.8209991,2.92,0.97,md,16,64,0.01046,0.02,nc,nc72771026,2017-03-06T12:11:01.585Z,"7km NW of The Geysers, California",earthquake,0.31,0.46,0.09,5,automatic,nc,nc
2017-03-06T11:47:26.816Z,60.206,-152.6281,85.1,2.5,ml,,,,0.64,ak,ak15446330,2017-03-06T12:00:59.609Z,"31km SSE of Redoubt Volcano, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-03-06T11:35:41.610Z,47.4678333,-113.846,11.63,-0.62,md,4,253,0.112,0.05,mb,mb80201604,2017-03-06T23:07:15.050Z,"20km ESE of Ronan, Montana",earthquake,2.27,0.88,,1,reviewed,mb,mb
2017-03-06T11:17:02.490Z,61.5257,-146.3312,37.4,1.7,ml,,,,0.59,ak,ak15446328,2017-03-06T11:20:05.127Z,"44km N of Valdez, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-03-06T10:58:15.600Z,38.8291667,-122.8061667,0.48,1.27,md,31,45,0.006522,0.03,nc,nc72771021,2017-03-08T01:22:04.322Z,"7km W of Cobb, California",earthquake,0.13,0.22,0.124,10,reviewed,nc,nc
2017-03-06T10:54:56.553Z,63.1387,-151.4439,9.1,2,ml,,,,0.87,ak,ak15446326,2017-03-06T11:02:53.861Z,"113km NW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-03-06T10:40:11.830Z,19.3816667,-155.2375,1.219,0.72,md,21,90,0.008574,0.09,hv,hv61631376,2017-03-07T01:40:21.490Z,"5km S of Volcano, Hawaii",earthquake,0.15,0.18,0.088,6,reviewed,hv,hv
2017-03-06T10:39:39.850Z,36.4715,-121.0456667,3,1.05,md,14,138,0.04563,0.09,nc,nc72771011,2017-03-07T02:23:44.576Z,"24km NE of Greenfield, California",earthquake,0.33,0.67,0.152,13,reviewed,nc,nc
2017-03-06T10:31:57.630Z,33.4871667,-116.4438333,3.76,0.65,ml,20,110,0.1011,0.17,ci,ci37820576,2017-03-07T22:32:14.859Z,"23km ESE of Anza, CA",earthquake,0.27,0.9,0.137,13,reviewed,ci,ci
2017-03-06T10:17:02.270Z,37.5256667,-118.834,3.6,0.62,md,9,237,0.06437,0.05,nc,nc72771006,2017-03-06T18:20:56.475Z,"18km SE of Mammoth Lakes, California",earthquake,1.11,1.41,0.124,7,reviewed,nc,nc
2017-03-06T10:07:06.214Z,38.4055,-118.9232,13.3,1.4,ml,9,84.39,0.363,0.1298,nn,nn00581029,2017-03-06T16:35:34.251Z,"29km WSW of Hawthorne, Nevada",earthquake,,5.3,0.99,3,reviewed,nn,nn
2017-03-06T09:26:18.350Z,33.221,-116.082,9.49,1.66,ml,65,28,0.09983,0.21,ci,ci37820568,2017-03-07T22:33:00.440Z,"10km NNE of Ocotillo Wells, CA",earthquake,0.17,0.57,0.131,53,reviewed,ci,ci
2017-03-06T09:19:14.100Z,38.6496667,-119.5763333,3.47,2.34,md,16,107,0.8849,0.04,nc,nc72771001,2017-03-07T02:25:02.816Z,"25km SW of Smith Valley, Nevada",earthquake,0.43,1.01,0.22,11,reviewed,nc,nc
2017-03-06T09:02:35.390Z,37.4131667,-121.7635,6.93,1.75,md,53,59,0.04044,0.03,nc,nc72770996,2017-03-07T19:41:02.542Z,"5km NE of East Foothills, California",earthquake,0.1,0.22,0.173,49,reviewed,nc,nc
2017-03-06T08:52:51.526Z,37.9875,-118.7528,7.1,1,ml,10,169.36,0.307,0.1285,nn,nn00581028,2017-03-06T16:29:16.856Z,"42km NNE of Mammoth Lakes, California",earthquake,,2.7,0.09,2,reviewed,nn,nn
2017-03-06T08:40:17.120Z,19.382,-155.24,2.839,2.24,ml,34,50,0.008407,0.09,hv,hv61631261,2017-03-07T02:05:13.627Z,"5km S of Volcano, Hawaii",earthquake,0.21,0.2,0.19,14,reviewed,hv,hv
2017-03-06T08:32:15.350Z,-18.1346,-178.1833,546.85,4.6,mb,,70,3.604,0.9,us,us1000878y,2017-03-06T08:52:13.040Z,"283km N of Ndoi Island, Fiji",earthquake,5.5,8,0.044,159,reviewed,us,us
2017-03-06T08:12:33.360Z,32.7046667,-115.389,12.19,1.76,ml,14,114,0.08669,0.25,ci,ci37390813,2017-03-07T22:32:25.748Z,"10km NE of Mexicali, B.C., MX",earthquake,0.47,1.52,0.134,24,reviewed,ci,ci
2017-03-06T08:12:25.000Z,32.6951667,-115.3893333,12.3,1.87,ml,18,133,0.07873,0.18,ci,ci37820560,2017-03-07T22:33:17.006Z,"9km ENE of Mexicali, B.C., MX",earthquake,0.37,0.58,0.104,30,reviewed,ci,ci
2017-03-06T08:05:09.520Z,33.147,-116.5153333,8.52,0.98,ml,36,84,0.09537,0.2,ci,ci37820552,2017-03-07T22:32:32.185Z,"11km NE of Julian, CA",earthquake,0.34,0.82,0.182,25,reviewed,ci,ci
2017-03-06T08:01:56.577Z,39.8925,-119.0163,11.9,1.1,ml,6,214.78,0.337,0.2107,nn,nn00581026,2017-03-06T16:22:57.893Z,"37km NNE of Fernley, Nevada",earthquake,,2.4,0.49,4,reviewed,nn,nn
2017-03-06T07:51:38.590Z,36.0911667,-117.4213333,7.2,1.27,ml,20,62,0.06405,0.13,ci,ci37820544,2017-03-07T22:32:21.976Z,"36km N of Searles Valley, CA",earthquake,0.2,0.51,0.107,11,reviewed,ci,ci
2017-03-06T07:39:43.900Z,38.8258333,-122.824,1.75,0.97,md,22,67,0.009033,0.02,nc,nc72770991,2017-03-07T00:44:02.422Z,"7km NW of The Geysers, California",earthquake,0.18,0.3,0.02,5,reviewed,nc,nc
2017-03-06T07:35:10.667Z,38.4088,-118.9393,7.3,1.3,ml,9,142.83,0.145,0.1631,nn,nn00581024,2017-03-06T16:19:47.693Z,"30km WSW of Hawthorne, Nevada",earthquake,,5.1,0.03,2,reviewed,nn,nn
2017-03-06T07:30:55.000Z,19.0149,-65.064,24,2.5,Md,5,316.8,0.73212696,0.09,pr,pr17065006,2017-03-06T11:21:03.513Z,"75km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.2,10.7,0,2,reviewed,pr,pr
2017-03-06T07:18:50.880Z,37.145,-121.1615,7.35,1.71,md,28,87,0.08239,0.09,nc,nc72770986,2017-03-07T23:04:01.985Z,"19km SW of Gustine, California",earthquake,0.23,0.54,0.187,27,reviewed,nc,nc
2017-03-06T07:17:23.200Z,18.912,-65.1675,6,3.6,Md,19,262.8,0.61085439,0.34,pr,pr17065003,2017-03-06T07:49:25.744Z,"67km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.1,1.9,0,15,reviewed,pr,pr
2017-03-06T07:07:20.589Z,63.1799,-151.7204,7.6,1.9,ml,,,,0.77,ak,ak15445451,2017-03-06T07:12:08.684Z,"126km NW of Talkeetna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-03-06T07:07:16.860Z,37.6551667,-118.8246667,2.79,0.31,md,8,166,0.01935,0.02,nc,nc72770981,2017-03-06T18:27:03.497Z,"13km E of Mammoth Lakes, California",earthquake,1.23,1.76,0.057,6,reviewed,nc,nc
2017-03-06T07:06:13.652Z,65.2042,-148.7459,4,1.3,ml,,,,0.54,ak,ak15445449,2017-03-06T07:09:23.457Z,"52km NW of Ester, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-03-06T06:58:04.980Z,38.7915,-122.8008333,3.16,1.05,md,31,85,0.01023,0.07,nc,nc72770976,2017-03-08T01:47:02.371Z,"4km WNW of The Geysers, California",earthquake,0.24,0.41,0.147,10,reviewed,nc,nc
2017-03-06T06:56:20.750Z,44.4566667,-110.3975,1.89,0.9,md,8,97,0.1034,0.31,uu,uu60188572,2017-03-06T18:34:52.670Z,"34km E of Old Faithful Geyser, Wyoming",earthquake,0.7,2.64,0.09,3,reviewed,uu,uu
2017-03-06T06:56:07.400Z,18.9783,-65.0504,10,2.7,Md,3,334.8,0.70158424,0.28,pr,pr17065005,2017-03-06T08:36:25.843Z,"71km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,14.1,20.2,0,3,reviewed,pr,pr
2017-03-06T06:53:23.400Z,18.9444,-65.141,4,3.5,Md,15,262.8,0.646787,0.31,pr,pr17065002,2017-03-06T07:31:28.811Z,"70km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.6,2.5,0,12,reviewed,pr,pr
2017-03-06T06:47:14.120Z,19.3816667,-155.2453333,1.369,1.24,md,38,71,0.006815,0.09,hv,hv61631151,2017-03-08T21:46:33.950Z,"5km S of Volcano, Hawaii",earthquake,0.12,0.11,0.16,13,reviewed,hv,hv
2017-03-06T06:33:14.600Z,19.0245,-65.1389,4,2.9,Md,5,298.8,1.00162154,0.05,pr,pr17065004,2017-03-06T08:35:00.538Z,"78km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.1,3.6,0,5,reviewed,pr,pr
2017-03-06T06:11:20.030Z,33.491,-116.7936667,6.6,1.17,ml,55,36,0.08788,0.15,ci,ci37820384,2017-03-07T22:32:54.805Z,"8km NE of Aguanga, CA",earthquake,0.12,0.37,0.158,35,reviewed,ci,ci
2017-03-06T05:54:15.410Z,38.8181648,-122.8475037,4.8,0.89,md,11,89,0.01093,0.13,nc,nc72770971,2017-03-06T06:13:01.818Z,"9km WNW of The Geysers, California",earthquake,1.01,1.96,,1,automatic,nc,nc
2017-03-06T05:48:27.220Z,38.8355,-122.7851667,1.62,0.27,md,14,68,0.004979,0.02,nc,nc72770966,2017-03-07T01:26:02.382Z,"5km WNW of Cobb, California",earthquake,0.24,0.45,0.125,3,reviewed,nc,nc
2017-03-06T05:46:59.210Z,19.1761667,-155.465,35.807,2.5,md,57,102,0.02082,0.1,hv,hv61631096,2017-03-09T00:57:51.200Z,"3km SSE of Pahala, Hawaii",earthquake,0.56,0.74,0.102,22,reviewed,hv,hv
2017-03-06T05:44:53.560Z,37.6185,-122.4691667,8.71,0.86,md,8,127,0.01919,0.04,nc,nc72770961,2017-03-06T23:21:20.379Z,"1km ENE of Pacifica, California",earthquake,0.57,0.85,0.147,5,reviewed,nc,nc
2017-03-06T05:30:31.600Z,42.4331667,-111.5186667,12.85,1.59,md,7,113,0.3719,0.04,uu,uu60188562,2017-03-06T22:13:31.880Z,"21km NW of Montpelier, Idaho",earthquake,0.55,0.73,0.226,5,reviewed,uu,uu
2017-03-06T05:08:38.380Z,38.8036652,-122.8259964,3.69,0.46,md,7,206,0.005759,0.02,nc,nc72770956,2017-03-06T05:24:02.726Z,"6km WNW of The Geysers, California",earthquake,1.55,1.31,0.12,2,automatic,nc,nc
2017-03-06T05:05:12.810Z,47.4856667,-122.9968333,19.19,0.69,ml,6,165,0.1405,0.11,uw,uw61254946,2017-03-07T17:57:30.110Z,"13km WNW of Belfair, Washington",earthquake,0.62,1.04,0.188,4,reviewed,uw,uw
2017-03-06T04:59:31.410Z,46.6091667,-119.847,6.79,1.07,ml,13,213,0.05862,0.07,uw,uw61254941,2017-03-07T17:55:22.660Z,"9km SE of Desert Aire, Washington",earthquake,0.31,0.18,0.073,10,reviewed,uw,uw
2017-03-06T04:52:58.770Z,33.4946667,-116.7838333,4.43,0.76,ml,30,37,0.08055,0.21,ci,ci37820248,2017-03-07T22:32:35.700Z,"10km NE of Aguanga, CA",earthquake,0.27,0.65,0.123,21,reviewed,ci,ci
2017-03-06T04:40:44.820Z,36.7891667,-121.494,9.67,2.24,md,56,42,0.0356,0.11,nc,nc72770951,2017-03-07T01:48:02.441Z,"7km SSE of San Juan Bautista, California",earthquake,0.15,0.24,0.164,51,reviewed,nc,nc
2017-03-06T04:30:25.750Z,38.7511667,-122.7155,1.99,0.78,md,11,134,0.01087,0.07,nc,nc72770946,2017-03-08T01:38:12.114Z,"4km SE of The Geysers, California",earthquake,0.4,0.89,0.135,4,reviewed,nc,nc
2017-03-06T04:24:19.650Z,38.8190002,-122.7593307,1.18,0.89,md,7,122,0.01375,0.04,nc,nc72770941,2017-03-06T04:38:02.589Z,"3km W of Cobb, California",earthquake,0.55,0.4,0.07,3,automatic,nc,nc
2017-03-06T03:58:04.550Z,33.4956667,-116.79,6.85,1.33,ml,41,33,0.08231,0.16,ci,ci37820240,2017-03-07T22:32:52.508Z,"9km NE of Aguanga, CA",earthquake,0.16,0.69,0.129,25,reviewed,ci,ci
2017-03-06T03:54:06.410Z,33.4963333,-116.7875,6.49,1.22,ml,44,35,0.08064,0.18,ci,ci37820232,2017-03-07T22:33:03.156Z,"9km NE of Aguanga, CA",earthquake,0.17,0.63,0.155,26,reviewed,ci,ci
2017-03-06T03:53:05.510Z,36.7898333,-121.4966667,9.26,1.46,md,26,54,0.03644,0.09,nc,nc72770936,2017-03-08T05:28:01.858Z,"7km SSE of San Juan Bautista, California",earthquake,0.24,0.32,0.284,20,reviewed,nc,nc
2017-03-06T03:52:37.870Z,38.8371667,-122.7843333,1.38,0.9,md,21,77,0.008238,0.03,nc,nc72770931,2017-03-08T07:57:04.144Z,"5km WNW of Cobb, California",earthquake,0.19,0.25,0.214,7,reviewed,nc,nc
2017-03-06T03:50:08.310Z,36.7881667,-121.4915,10.12,2.65,md,61,36,0.02905,0.1,nc,nc72770926,2017-03-07T01:52:03.448Z,"7km SSE of San Juan Bautista, California",earthquake,0.15,0.24,0.162,94,reviewed,nc,nc
2017-03-06T03:44:49.260Z,62.9257,-151.374,112.8,2,ml,,,,0.39,ak,ak15444587,2017-03-06T03:56:57.681Z,"93km NW of Talkeetna, Alaska",earthquake,,1.4,,,automatic,ak,ak
2017-03-06T03:32:53.558Z,61.0328,-150.6665,14.7,1.6,ml,,,,0.17,ak,ak15444581,2017-03-06T03:38:54.013Z,"46km WSW of Anchorage, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-03-06T03:28:56.280Z,19.4088326,-155.5031738,11.1,1.71,md,42,36,0.04153,0.15,hv,hv61630921,2017-03-06T03:32:10.600Z,"22km N of Pahala, Hawaii",earthquake,0.31,0.51,0.17,15,automatic,hv,hv
2017-03-06T03:18:07.514Z,61.9346,-149.7388,36.9,2.1,ml,,,,0.94,ak,ak15444578,2017-03-06T03:22:02.719Z,"25km SSE of Y, Alaska",earthquake,,6.5,,,automatic,ak,ak
2017-03-06T03:12:15.190Z,40.308,-124.4008333,7.76,2.04,md,12,249,0.09019,0.1,nc,nc72770921,2017-03-06T18:27:04.497Z,"31km SSW of Ferndale, California",earthquake,0.82,0.66,0.081,8,reviewed,nc,nc
2017-03-06T03:07:28.580Z,45.81,-111.9726667,5,0.12,ml,3,154,0.072,0.08,mb,mb80201559,2017-03-06T21:48:46.960Z,"11km SE of Whitehall, Montana",earthquake,2.82,5.37,,0,reviewed,mb,mb
2017-03-06T03:06:21.490Z,-19.5991,178.3764,35.73,5.3,mb,,44,1.869,0.77,us,us1000877f,2017-03-07T00:58:11.861Z,"161km S of Suva, Fiji",earthquake,7.9,0.6,0.04,213,reviewed,us,us
2017-03-06T02:56:22.810Z,-40.4352,-71.9032,141.93,4.6,mb,,65,0.61,1.4,us,us1000877d,2017-03-07T13:10:05.165Z,"42km NNW of Villa La Angostura, Argentina",earthquake,5.5,5.9,0.11,25,reviewed,us,us
2017-03-06T02:43:59.910Z,37.0147,73.5277,84.88,4.4,mb,,57,1.576,0.89,us,us1000877c,2017-03-07T00:29:29.040Z,"95km NNW of Gakuch, Pakistan",earthquake,4.9,5.8,0.07,59,reviewed,us,us
2017-03-06T02:40:00.171Z,63.3336,-150.3939,3.9,2,ml,,,,0.65,ak,ak15444155,2017-03-06T02:47:51.135Z,"72km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-03-06T02:32:23.650Z,38.8305016,-122.8058319,0.39,0.57,md,10,61,0.007832,0.03,nc,nc72770916,2017-03-06T02:47:02.365Z,"7km W of Cobb, California",earthquake,0.26,0.9,0.27,4,automatic,nc,nc
2017-03-06T02:01:44.900Z,-8.8771,-74.5709,143.44,4.2,mb,,108,2.17,0.63,us,us10008778,2017-03-06T23:47:33.040Z,"51km SSE of Campoverde, Peru",earthquake,8.6,6.1,0.121,19,reviewed,us,us
2017-03-06T02:00:49.300Z,18.5055,-66.1555,81,3,Md,16,194.4,0.20661252,0.2,pr,pr17065001,2017-03-06T04:19:59.254Z,"6km NW of San Juan, Puerto Rico",earthquake,1.3,0.8,0,14,reviewed,pr,pr
2017-03-06T01:50:49.236Z,39.6445,-119.4273,10.7,0.7,ml,5,221.24,0.074,0.179,nn,nn00580998,2017-03-06T15:58:02.523Z,"15km WNW of Fernley, Nevada",earthquake,,4,0.17,4,reviewed,nn,nn
