time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-03-08T20:11:49.960Z,19.431,-155.6248333,4.042,1.24,md,27,145,0.02823,0.12,hv,hv61634741,2017-03-09T02:01:30.260Z,"25km E of Honaunau-Napoopoo, Hawaii",earthquake,0.4,0.7,0.133,13,reviewed,hv,hv
2017-03-08T20:08:10.030Z,38.8105,-122.8196667,3.1,1.2,md,38,82,0.007608,0.06,nc,nc72771836,2017-03-09T04:22:03.115Z,"6km NW of The Geysers, California",earthquake,0.19,0.31,0.278,13,reviewed,nc,nc
2017-03-08T20:07:25.340Z,34.9841667,-118.2003333,-0.83,1.41,ml,10,147,0.1076,0.17,ci,ci37822424,2017-03-09T16:21:15.525Z,"8km SSW of Mojave, CA",quarry blast,0.63,31.61,0.059,5,reviewed,ci,ci
2017-03-08T19:58:32.220Z,32.8058333,-116.1756667,8.17,1.05,ml,19,88,0.06756,0.27,ci,ci37822408,2017-03-08T20:25:43.804Z,"19km WNW of Ocotillo, CA",earthquake,0.52,1.32,0.07,12,reviewed,ci,ci
2017-03-08T19:54:52.776Z,53.5225,-165.5802,41.7,1.9,ml,,,,0.29,ak,ak15452517,2017-03-08T22:01:00.706Z,"69km S of Akutan, Alaska",earthquake,,3.3,,,reviewed,ak,ak
2017-03-08T19:52:33.280Z,37.6101667,-122.4586667,7.04,0.67,md,7,99,0.02987,0.08,nc,nc72771831,2017-03-09T02:39:22.970Z,"2km E of Pacifica, California",earthquake,0.74,1.16,0.107,4,reviewed,nc,nc
2017-03-08T19:50:52.837Z,36.8652,-117.8618,3.1,1.4,ml,14,164.7,0.35,0.1431,nn,nn00581351,2017-03-08T20:15:18.084Z,"33km NNE of Lone Pine, California",earthquake,,3.1,0.25,7,reviewed,nn,nn
2017-03-08T19:43:07.420Z,33.9553333,-116.5256667,9.14,1.22,ml,44,41,0.04755,0.2,ci,ci37822376,2017-03-08T20:25:39.828Z,"2km WSW of Desert Hot Springs, CA",earthquake,0.29,0.73,0.155,26,reviewed,ci,ci
2017-03-08T19:38:26.230Z,32.803,-115.4726667,7.81,1.65,ml,22,109,0.02192,0.17,ci,ci37822368,2017-03-08T21:21:52.201Z,"8km ENE of El Centro, CA",earthquake,0.31,0.35,0.191,29,reviewed,ci,ci
2017-03-08T19:36:28.408Z,39.3354,-119.9193,9.2,0.4,ml,5,179.43,0.1,0.1845,nn,nn00581416,2017-03-09T02:12:11.820Z,"10km NNE of Incline Village, Nevada",earthquake,,4.4,0.06,3,reviewed,nn,nn
2017-03-08T19:32:51.270Z,32.8178333,-115.473,8.52,1.47,ml,18,113,0.02535,0.22,ci,ci37822360,2017-03-08T20:38:23.639Z,"9km ENE of El Centro, CA",earthquake,0.52,0.77,0.23,11,reviewed,ci,ci
2017-03-08T19:30:35.860Z,32.7998333,-115.4753333,6.97,1.75,ml,15,109,0.02465,0.19,ci,ci37822352,2017-03-08T20:26:12.906Z,"8km E of El Centro, CA",earthquake,0.55,0.8,0.259,29,reviewed,ci,ci
2017-03-08T19:28:42.780Z,32.8088333,-115.474,8.01,1.65,ml,21,108,0.02318,0.2,ci,ci37822344,2017-03-08T20:35:15.319Z,"8km ENE of El Centro, CA",earthquake,0.34,0.39,0.215,30,reviewed,ci,ci
2017-03-08T19:18:50.048Z,64.9627,-149.7269,16,1.1,ml,,,,0.46,ak,ak15452235,2017-03-08T19:23:36.539Z,"43km E of Manley Hot Springs, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-03-08T19:18:00.520Z,48.4708333,-123.7411667,4.79,1.74,ml,12,123,0.2626,0.4,uw,uw61255426,2017-03-08T20:42:43.690Z,"10km N of Sooke, Canada",earthquake,1.13,27.44,0.16,6,reviewed,uw,uw
2017-03-08T18:59:38.740Z,46.3263333,-111.6071667,-2,1.33,md,7,143,0.328,0.06,mb,mb80201754,2017-03-09T14:56:45.240Z,"6km W of Townsend, Montana",quarry blast,0.8,31.61,0.216,6,reviewed,mb,mb
2017-03-08T18:57:16.246Z,59.8957,-151.1982,40.4,2.5,ml,,,,0.68,ak,ak15452230,2017-03-08T19:15:20.513Z,"18km NNE of Fritz Creek, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-03-08T18:51:41.250Z,36.7531667,-121.5978333,-0.33,1.24,md,21,87,0.02853,0.11,nc,nc72771826,2017-03-09T00:27:41.176Z,"6km ESE of Prunedale, California",quarry blast,0.25,31.61,0.255,18,reviewed,nc,nc
2017-03-08T18:46:49.740Z,39.2715,-115.0177,5.7,3.1,ml,8,93.59,0.274,0.2721,nn,nn00581341,2017-03-09T16:41:06.058Z,"11km WNW of Ely, Nevada",earthquake,,5.3,0.26,4,reviewed,nn,nn
2017-03-08T18:39:01.576Z,37.3722,-117.0943,6.9,0.4,ml,7,205.77,0.374,0.1498,nn,nn00581415,2017-03-09T02:05:54.473Z,"39km SSE of Goldfield, Nevada",earthquake,,7.8,0.41,6,reviewed,nn,nn
2017-03-08T18:32:14.710Z,33.4926667,-116.7888333,5.04,0.44,ml,12,115,0.08435,0.09,ci,ci37822312,2017-03-08T20:30:05.520Z,"9km NE of Aguanga, CA",earthquake,0.22,0.87,0.121,7,reviewed,ci,ci
2017-03-08T18:23:16.150Z,38.4118,-118.9017,9.6,0.6,ml,5,309.6,0.116,0.0984,nn,nn00581414,2017-03-09T01:56:36.595Z,"27km WSW of Hawthorne, Nevada",earthquake,,5.8,0,1,reviewed,nn,nn
2017-03-08T18:20:22.280Z,33.397,-116.3608333,2.84,0.9,ml,28,92,0.1368,0.22,ci,ci37822304,2017-03-08T18:31:12.411Z,"16km N of Borrego Springs, CA",earthquake,0.33,1.25,0.109,27,reviewed,ci,ci
2017-03-08T18:17:51.569Z,38.4044,-118.8849,9.4,1,ml,7,168.12,0.107,0.065,nn,nn00581339,2017-03-08T19:40:55.984Z,"26km WSW of Hawthorne, Nevada",earthquake,,2.6,0.27,2,reviewed,nn,nn
2017-03-08T18:15:18.460Z,34.0946667,-117.4395,3.72,0.85,ml,22,80,0.004929,0.17,ci,ci37822296,2017-03-08T19:37:48.515Z,"2km E of Fontana, CA",earthquake,0.31,0.48,0.125,15,reviewed,ci,ci
2017-03-08T18:00:29.975Z,63.0178,-149.7724,83.1,2.6,ml,,,,0.5,ak,ak15452094,2017-03-08T18:10:18.198Z,"58km SW of Cantwell, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-03-08T17:51:07.446Z,37.4402,-115.4875,16,0.8,ml,4,123.86,0.348,0.2006,nn,nn00581338,2017-03-08T18:35:31.508Z,"29km WNW of Alamo, Nevada",earthquake,,15.2,0.17,2,reviewed,nn,nn
2017-03-08T17:50:46.991Z,38.3938,-118.8816,8.8,0.6,ml,6,258.2,0.111,0.0614,nn,nn00581413,2017-03-09T01:53:31.225Z,"26km WSW of Hawthorne, Nevada",earthquake,,4.1,0,1,reviewed,nn,nn
2017-03-08T17:49:16.190Z,38.8346667,-122.7851667,1.73,1.17,md,33,64,0.005506,0.03,nc,nc72771786,2017-03-09T03:00:02.974Z,"5km WNW of Cobb, California",earthquake,0.14,0.22,0.193,8,reviewed,nc,nc
2017-03-08T17:41:06.006Z,37.4237,-115.4747,9.5,1.7,ml,13,98.16,0.309,0.1958,nn,nn00581335,2017-03-08T18:17:02.331Z,"28km WNW of Alamo, Nevada",earthquake,,10.3,0.19,7,reviewed,nn,nn
2017-03-08T17:35:20.330Z,38.8043333,-122.8335,5.49,0.61,md,27,112,0.005649,0.25,nc,nc72771761,2017-03-09T23:03:03.241Z,"7km WNW of The Geysers, California",earthquake,0.85,1.09,0.126,7,reviewed,nc,nc
2017-03-08T17:31:10.480Z,40.2433333,-124.1518333,13.2,1.16,md,9,137,0.01654,0.08,nc,nc72771756,2017-03-09T05:13:02.195Z,"28km S of Rio Dell, California",earthquake,0.61,0.53,0.147,7,reviewed,nc,nc
2017-03-08T17:28:36.360Z,38.8431664,-122.8271637,1.51,0.9,md,15,57,0.007946,0.03,nc,nc72771751,2017-03-08T17:30:10.365Z,"9km WNW of Cobb, California",earthquake,0.29,0.53,0.01,3,automatic,nc,nc
2017-03-08T17:21:33.460Z,38.8126667,-122.8156667,2.88,1.12,md,31,95,0.01122,0.03,nc,nc71105889,2017-03-09T03:36:02.025Z,"6km NW of The Geysers, California",earthquake,0.22,0.37,0.17,4,reviewed,nc,nc
2017-03-08T17:20:25.280Z,33.4996667,-116.7923333,6.16,0.6,ml,24,44,0.08007,0.16,ci,ci37822200,2017-03-08T18:31:43.114Z,"9km NE of Aguanga, CA",earthquake,0.23,0.93,0.103,19,reviewed,ci,ci
2017-03-08T17:20:23.530Z,36.6355,-121.2558333,7.16,3.72,mw,82,56,0.05334,0.09,nc,nc72771746,2017-03-10T03:11:46.295Z,"22km NE of Gonzales, California",earthquake,0.1,0.3,,4,reviewed,nc,nc
2017-03-08T17:19:15.390Z,33.4978333,-116.792,4.68,1.32,ml,43,33,0.08142,0.16,ci,ci37822192,2017-03-08T21:10:37.450Z,"9km NE of Aguanga, CA",earthquake,0.18,0.43,0.111,26,reviewed,ci,ci
2017-03-08T17:18:19.010Z,33.5,-116.7906667,6.14,0.62,ml,22,60,0.079,0.09,ci,ci37822184,2017-03-08T18:32:01.049Z,"9km NE of Aguanga, CA",earthquake,0.16,0.65,0.106,20,reviewed,ci,ci
2017-03-08T17:12:32.720Z,46.3298333,-122.2686667,9.7,0.74,ml,7,206,0.02668,0.05,uw,uw61255406,2017-03-08T18:28:05.610Z,"25km S of Morton, Washington",earthquake,1.3,0.56,0.151,6,reviewed,uw,uw
2017-03-08T16:53:55.760Z,38.7861667,-122.7536667,2.57,1.24,md,37,48,0.01356,0.08,nc,nc72771741,2017-03-10T01:55:03.991Z,"1km NNE of The Geysers, California",earthquake,0.23,0.39,0.113,11,reviewed,nc,nc
2017-03-08T16:52:59.330Z,37.2735,-117.6389,5.5,0.5,ml,8,170.04,0.041,0.2161,nn,nn00581412,2017-03-09T01:47:20.248Z,"58km ENE of Big Pine, California",earthquake,,2.7,0.23,8,reviewed,nn,nn
2017-03-08T16:43:23.317Z,37.7476,-113.8278,8.4,0.7,ml,7,148.35,0.287,0.1568,nn,nn00581381,2017-03-08T21:44:51.175Z,"21km NNW of Enterprise, Utah",earthquake,,2.9,0.54,4,reviewed,nn,nn
2017-03-08T16:40:52.770Z,38.8348351,-122.7833328,1.68,1.28,md,18,63,0.009459,0.03,nc,nc72771731,2017-03-08T18:58:02.490Z,"5km WNW of Cobb, California",earthquake,0.22,0.38,0.13,6,automatic,nc,nc
2017-03-08T16:35:18.020Z,34.3418333,-116.8863333,-1.74,1.2,ml,30,53,0.0491,0.2,ci,ci37822152,2017-03-08T19:23:01.716Z,"10km NNW of Big Bear City, CA",quarry blast,0.36,31.61,0.112,19,reviewed,ci,ci
2017-03-08T16:25:36.670Z,33.5888333,-116.8148333,9.21,0.97,ml,39,36,0.04262,0.11,ci,ci37822144,2017-03-08T19:20:22.710Z,"14km WNW of Anza, CA",earthquake,0.13,0.33,0.191,29,reviewed,ci,ci
2017-03-08T16:19:51.600Z,36.7893333,-121.4916667,10.16,2.49,md,53,42,0.02788,0.1,nc,nc72771726,2017-03-08T23:10:04.525Z,"7km SSE of San Juan Bautista, California",earthquake,0.16,0.27,0.156,65,reviewed,nc,nc
2017-03-08T16:10:56.660Z,38.7783318,-122.7208328,1.63,0.37,md,7,108,0.005786,0.02,nc,nc72771721,2017-03-08T17:52:03.308Z,"3km E of The Geysers, California",earthquake,0.53,0.67,,3,automatic,nc,nc
2017-03-08T15:50:56.969Z,63.2266,-150.427,119.4,1.5,ml,,,,0.62,ak,ak15451955,2017-03-08T15:55:08.894Z,"76km WSW of Cantwell, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-03-08T15:49:02.810Z,38.8203333,-122.7771667,0.4,0.27,md,14,62,0.00758,0.05,nc,nc72771711,2017-03-09T00:49:11.968Z,"4km W of Cobb, California",earthquake,0.22,0.34,0.014,3,reviewed,nc,nc
2017-03-08T15:41:47.530Z,44.7541667,-111.749,11.28,2.6,ml,44,66,0.064,0.18,mb,mb80201709,2017-03-08T16:02:04.430Z,"52km WNW of West Yellowstone, Montana",earthquake,0.31,0.45,0.312,22,reviewed,mb,mb
2017-03-08T15:35:49.080Z,-24.0828,-67.0663,248.3,4,mb,,95,2.239,0.43,us,us100087q3,2017-03-08T22:50:06.040Z,"77km W of San Antonio de los Cobres, Argentina",earthquake,13.4,19.3,0.366,2,reviewed,us,us
2017-03-08T15:12:22.960Z,38.8058333,-122.8133333,3.03,0.37,md,19,129,0.01275,0.04,nc,nc72771706,2017-03-09T02:45:03.942Z,"5km WNW of The Geysers, California",earthquake,0.33,0.44,0.213,3,reviewed,nc,nc
2017-03-08T15:12:07.775Z,59.1259,-152.57,66.5,2.5,ml,,,,0.47,ak,ak15451950,2017-03-08T15:18:32.600Z,"81km SW of Homer, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-03-08T15:10:53.190Z,33.8638333,-117.5101667,-0.48,1.26,ml,42,41,0.04398,0.2,ci,ci37822104,2017-03-08T19:12:40.915Z,"2km SSE of Home Gardens, CA",quarry blast,0.33,31.61,0.179,26,reviewed,ci,ci
2017-03-08T15:07:15.080Z,38.8214989,-122.8105011,2.85,0.54,md,11,92,0.001923,0.02,nc,nc72771701,2017-03-08T16:07:03.106Z,"6km NW of The Geysers, California",earthquake,0.34,0.85,0.02,3,automatic,nc,nc
2017-03-08T14:54:57.850Z,39.3765,-122.8916667,9.19,1.57,md,13,61,0.1226,0.05,nc,nc72771696,2017-03-09T06:46:02.384Z,"23km N of Upper Lake, California",earthquake,0.29,1.04,0.111,12,reviewed,nc,nc
2017-03-08T14:45:40.570Z,33.2156667,-116.7538333,10.7,0.75,ml,31,82,0.02068,0.17,ci,ci37822096,2017-03-08T19:04:51.066Z,"3km SSE of Lake Henshaw, CA",earthquake,0.25,0.34,0.147,13,reviewed,ci,ci
2017-03-08T14:45:32.800Z,37.3775,-118.3643333,4.28,1.29,md,20,190,0.06952,0.07,nc,nc72771691,2017-03-09T07:11:02.445Z,"3km ENE of Bishop, California",earthquake,0.45,1.08,0.148,13,reviewed,nc,nc
2017-03-08T14:44:22.160Z,19.986,-155.5663333,32.357,2.13,ml,18,143,0.1308,0.12,hv,hv61634426,2017-03-09T00:29:51.236Z,"11km ESE of Waimea, Hawaii",earthquake,0.61,1.27,0.21,7,reviewed,hv,hv
2017-03-08T14:42:24.380Z,-38.0728,-73.8135,22.88,4.4,mwr,,169,0.789,0.74,us,us100087q2,2017-03-09T06:53:04.040Z,"47km SW of Canete, Chile",earthquake,7.6,6.2,0.057,30,reviewed,us,us
2017-03-08T14:33:55.770Z,37.6011667,-118.826,9.65,1.45,md,25,95,0.01139,0.03,nc,nc72771686,2017-03-08T21:05:04.054Z,"13km ESE of Mammoth Lakes, California",earthquake,0.38,0.31,0.138,21,reviewed,nc,nc
2017-03-08T14:32:14.190Z,46.8563333,-121.9443333,11.05,0.39,ml,8,209,0.07946,0.07,uw,uw61255386,2017-03-08T18:32:17.130Z,"24km E of Eatonville, Washington",earthquake,0.57,0.63,0.054,7,reviewed,uw,uw
2017-03-08T14:24:06.154Z,52.7016,-166.5811,4.7,2.1,ml,,,,0.32,ak,ak15451947,2017-03-08T21:51:13.425Z,"130km S of Unalaska, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2017-03-08T14:23:57.000Z,46.864,-121.9448333,9.74,2.18,ml,20,78,0.0826,0.1,uw,uw61255381,2017-03-08T19:03:23.560Z,"24km E of Eatonville, Washington",earthquake,0.3,0.55,0.234,15,reviewed,uw,uw
2017-03-08T14:22:50.440Z,19.4285,-155.61,2.552,1.26,md,38,74,0.0242,0.15,hv,hv61634381,2017-03-09T02:23:49.510Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake,0.3,0.5,0.188,17,reviewed,hv,hv
2017-03-08T14:16:02.717Z,38.2658,-118.7521,8.7,0.2,ml,3,328.17,0.195,0.0158,nn,nn00581401,2017-03-08T23:59:30.976Z,"30km SSW of Hawthorne, Nevada",earthquake,,52.4,0,1,reviewed,nn,nn
2017-03-08T14:15:25.610Z,38.8071671,-122.8160019,2.94,1.07,md,17,105,0.01043,0.02,nc,nc72771681,2017-03-08T15:14:02.015Z,"6km WNW of The Geysers, California",earthquake,0.34,0.5,0.06,5,automatic,nc,nc
2017-03-08T14:08:59.290Z,38.824501,-122.8590012,2.34,1.14,md,19,70,0.003464,0.03,nc,nc72771676,2017-03-08T14:48:01.974Z,"10km WNW of The Geysers, California",earthquake,0.27,0.43,0.1,6,automatic,nc,nc
2017-03-08T14:03:30.740Z,-54.0472,-133.8839,10,5.1,mb,,59,29.079,0.62,us,us100087pr,2017-03-08T14:52:42.040Z,"Pacific-Antarctic Ridge",earthquake,12.2,1.8,0.062,84,reviewed,us,us
2017-03-08T13:56:44.411Z,52.6444,-166.7093,10,2.1,ml,,,,0.51,ak,ak15451819,2017-03-08T21:38:54.311Z,"137km S of Unalaska, Alaska",earthquake,,0,,,reviewed,ak,ak
2017-03-08T13:50:53.620Z,38.8051682,-122.8171692,2.84,0.73,md,11,132,0.01008,0.01,nc,nc72771671,2017-03-08T14:23:02.917Z,"6km WNW of The Geysers, California",earthquake,0.46,0.78,0.25,4,automatic,nc,nc
2017-03-08T13:45:07.940Z,33.8831667,-118.2481667,11.14,1.63,ml,45,42,0.06034,0.26,ci,ci37822080,2017-03-08T18:41:35.905Z,"3km WSW of Compton, CA",earthquake,0.3,0.44,0.184,41,reviewed,ci,ci
2017-03-08T13:43:13.050Z,45.662,26.4794,143.94,4.1,mb,,52,0.412,0.93,us,us100087pk,2017-03-08T14:02:34.040Z,"19km WSW of Nereju, Romania",earthquake,6.8,5.5,0.127,17,reviewed,us,us
2017-03-08T13:35:38.370Z,37.2426667,-117.8536667,1.65,1.25,ml,6,143,0.1661,0.11,ci,ci37822072,2017-03-09T16:15:45.054Z,"40km ENE of Big Pine, CA",earthquake,0.45,1.07,0.049,4,reviewed,ci,ci
2017-03-08T13:22:57.025Z,38.3818,-118.9108,7.1,1.1,ml,10,83.2,0.137,0.1926,nn,nn00581315,2017-03-08T16:19:25.543Z,"29km WSW of Hawthorne, Nevada",earthquake,,6.7,0.07,2,reviewed,nn,nn
2017-03-08T13:10:45.166Z,60.8115,-152.5613,127.8,2,ml,,,,0.67,ak,ak15451813,2017-03-08T13:16:04.891Z,"37km NNE of Redoubt Volcano, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-03-08T12:51:53.285Z,63.443,-145.9393,0.8,1.3,ml,,,,0.16,ak,ak15451810,2017-03-08T13:01:03.724Z,"59km SW of Deltana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-03-08T12:49:56.830Z,44.715,-114.0658333,8.59,1.46,ml,10,133,0.332,0.45,mb,mb80201704,2017-03-08T16:13:16.370Z,"26km NNE of Challis, Idaho",earthquake,3.37,3.38,0.334,5,reviewed,mb,mb
2017-03-08T12:49:41.210Z,38.7883333,-122.7768333,0.44,0.65,md,20,127,0.009922,0.05,nc,nc72771661,2017-03-09T08:33:04.622Z,"2km NW of The Geysers, California",earthquake,0.24,0.3,0.116,3,reviewed,nc,nc
2017-03-08T12:27:27.730Z,33.4928333,-116.4328333,14.02,0.72,ml,26,112,0.03106,0.19,ci,ci37822056,2017-03-08T14:45:22.409Z,"22km SSW of La Quinta, CA",earthquake,0.4,0.64,0.119,21,reviewed,ci,ci
2017-03-08T12:27:06.430Z,39.2745,-115.0281,6.5,1.9,ml,9,93.43,0.281,0.2657,nn,nn00581314,2017-03-08T16:28:54.331Z,"12km WNW of Ely, Nevada",earthquake,,4.4,0.2,3,reviewed,nn,nn
2017-03-08T12:22:12.698Z,38.5384,-119.6267,0,1.4,ml,9,163.81,0.539,0.1534,nn,nn00581400,2017-03-08T23:53:20.806Z,"36km SW of Smith Valley, Nevada",earthquake,,0,0.12,2,reviewed,nn,nn
2017-03-08T12:21:28.770Z,33.6228333,-116.675,13.02,0.29,ml,22,71,0.04596,0.1,ci,ci37822048,2017-03-08T18:30:14.188Z,"8km N of Anza, CA",earthquake,0.21,0.36,0.119,7,reviewed,ci,ci
2017-03-08T12:16:06.110Z,37.5251667,-118.8168333,3.41,0.58,md,9,318,0.06548,0.02,nc,nc72771656,2017-03-08T16:53:31.018Z,"19km SE of Mammoth Lakes, California",earthquake,2.44,31.61,0.224,8,reviewed,nc,nc
2017-03-08T12:15:31.300Z,35.9464,-96.7514,4.525,2.6,ml,,61,,0.21,us,us100087pa,2017-03-09T03:59:39.510Z,"4km SSE of Cushing, Oklahoma",earthquake,1.1,3.1,,,reviewed,tul,tul
2017-03-08T12:01:08.120Z,35.0715,-118.7653333,6.38,1.21,ml,14,86,0.07665,0.13,ci,ci37822040,2017-03-08T14:45:38.526Z,"16km SSE of Arvin, CA",earthquake,0.28,0.65,0.119,18,reviewed,ci,ci
2017-03-08T11:52:00.200Z,31.6863,141.9388,10,4.7,mb,,122,2.293,0.7,us,us100087p9,2017-03-08T12:22:44.040Z,"253km SE of Hachijo-jima, Japan",earthquake,8,1.9,0.075,53,reviewed,us,us
2017-03-08T11:43:52.573Z,36.7306,-116.3251,4.9,-0.2,ml,7,202.62,0.091,0.0847,nn,nn00581399,2017-03-08T23:46:58.176Z,"43km ESE of Beatty, Nevada",earthquake,,6.4,0.25,2,reviewed,nn,nn
2017-03-08T11:33:46.520Z,33.5043333,-116.7495,11.63,0.38,ml,22,49,0.06175,0.15,ci,ci37822032,2017-03-08T14:45:55.040Z,"9km SW of Anza, CA",earthquake,0.32,0.62,0.086,12,reviewed,ci,ci
2017-03-08T11:26:10.500Z,19.2111664,-155.4723358,36.7,2.16,md,52,93,0.04477,0.19,hv,hv61634321,2017-03-08T11:52:44.575Z,"1km NE of Pahala, Hawaii",earthquake,0.55,0.7,0.11,18,automatic,hv,hv
2017-03-08T11:23:23.984Z,63.2892,-151.7555,5.1,2.1,ml,,,,0.88,ak,ak15451681,2017-03-08T11:30:19.101Z,"136km NW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-03-08T11:02:56.360Z,34.0935,-117.4453333,2.31,1.44,ml,63,23,0.00815,0.18,ci,ci37822024,2017-03-08T20:06:36.400Z,"1km ESE of Fontana, CA",earthquake,0.18,0.33,0.186,27,reviewed,ci,ci
2017-03-08T10:56:10.766Z,38.5524,-119.6353,9.3,1.3,ml,12,74.54,0.531,0.2447,nn,nn00581398,2017-03-08T23:40:31.763Z,"36km SW of Smith Valley, Nevada",earthquake,,5.4,0.05,3,reviewed,nn,nn
2017-03-08T10:53:08.780Z,38.8196678,-122.7963333,2.44,1,md,12,137,0.01136,0.03,nc,nc72771646,2017-03-08T11:07:02.512Z,"5km NW of The Geysers, California",earthquake,0.47,0.54,0.45,4,automatic,nc,nc
2017-03-08T10:49:52.046Z,38.5382,-119.6438,9.9,1.1,ml,11,108.67,0.547,0.2479,nn,nn00581396,2017-03-08T23:18:29.109Z,"37km SW of Smith Valley, Nevada",earthquake,,5.1,0.33,2,reviewed,nn,nn
2017-03-08T10:34:07.850Z,38.8128319,-122.8176651,2.69,0.9,md,13,91,0.009827,0.02,nc,nc72771641,2017-03-08T13:15:04.778Z,"6km NW of The Geysers, California",earthquake,0.37,0.54,0.11,3,automatic,nc,nc
2017-03-08T10:29:02.720Z,38.838665,-122.8383331,1.52,0.67,md,10,63,0.002224,0.01,nc,nc72771636,2017-03-08T10:51:03.488Z,"9km NW of The Geysers, California",earthquake,0.28,0.97,0.1,2,automatic,nc,nc
2017-03-08T10:26:41.200Z,38.8003349,-122.8156662,2.05,1.17,md,18,143,0.01764,0.02,nc,nc72771631,2017-03-08T12:50:02.715Z,"5km WNW of The Geysers, California",earthquake,0.33,0.47,0.08,6,automatic,nc,nc
2017-03-08T10:17:03.100Z,18.1527,-67.3442,12,2.5,Md,5,320.4,0.2470367,0.09,pr,pr17067001,2017-03-08T12:48:32.665Z,"18km WNW of Puerto Real, Puerto Rico",earthquake,0.8,0.6,0,3,reviewed,pr,pr
2017-03-08T10:06:46.060Z,4.0713,126.2356,57.99,4.5,mb,,112,3.049,0.68,us,us100087pj,2017-03-08T14:06:13.040Z,"170km SSE of Sarangani, Philippines",earthquake,6.4,7.9,0.094,33,reviewed,us,us
2017-03-08T09:48:55.680Z,35.9105,-98.2597,5,2.5,mb_lg,,75,0.121,0.3,us,us100087nq,2017-03-08T10:09:28.040Z,"15km ENE of Watonga, Oklahoma",earthquake,1.2,2,0.095,29,reviewed,us,us
2017-03-08T09:31:10.380Z,33.8936667,-116.8808333,10.51,0.51,ml,31,54,0.08744,0.17,ci,ci37152324,2017-03-08T18:18:24.950Z,"4km S of Banning, CA",earthquake,0.23,0.58,0.067,10,reviewed,ci,ci
2017-03-08T09:30:35.860Z,34.08,-117.2771667,9.56,0.8,ml,50,53,0.02576,0.17,ci,ci37822016,2017-03-08T18:12:43.769Z,"3km ENE of Colton, CA",earthquake,0.2,0.4,0.146,18,reviewed,ci,ci
2017-03-08T09:23:06.730Z,63.5169,-151.0985,0,1.2,ml,,,,0.5,ak,ak15451673,2017-03-08T09:35:37.774Z,"108km W of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-03-08T09:17:42.401Z,63.459,-151.2378,8.5,2.6,ml,,,,1.19,ak,ak15451667,2017-03-08T09:27:41.722Z,"114km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-03-08T09:08:11.410Z,36.4656667,-89.6073333,12.91,1.43,md,16,80,0.06555,0.03,nm,nm60179146,2017-03-08T14:04:17.890Z,"9km ENE of Portageville, Missouri",earthquake,0.39,0.67,0.085,12,reviewed,nm,nm
2017-03-08T09:00:06.590Z,39.249,-122.7578333,-0.95,1.35,md,13,56,0.1313,0.06,nc,nc72771611,2017-03-09T06:20:03.343Z,"16km NNE of Nice, California",earthquake,0.3,2.02,0.152,13,reviewed,nc,nc
2017-03-08T08:51:20.020Z,37.7456667,-122.5696667,9.95,0.86,md,13,191,0.08992,0.03,nc,nc72771606,2017-03-09T07:55:51.288Z,"10km WNW of Daly City, California",earthquake,0.5,0.66,0.124,7,reviewed,nc,nc
2017-03-08T08:49:36.160Z,44.7388333,-111.9595,7.7,1.3,ml,16,98,0.21,0.16,mb,mb80201694,2017-03-08T15:42:44.300Z,"51km ENE of Lima, Montana",earthquake,0.33,3.67,0.327,6,reviewed,mb,mb
2017-03-08T08:38:51.000Z,18.1415,-67.4574,16,2.5,Md,4,241.2,0.24254513,0.07,pr,pr17067000,2017-03-08T12:18:24.191Z,"29km WNW of Puerto Real, Puerto Rico",earthquake,1.4,0.7,0,4,reviewed,pr,pr
2017-03-08T08:35:10.434Z,38.4077,-118.9193,11.3,1.3,ml,14,84.11,0.13,0.1166,nn,nn00581313,2017-03-08T16:03:35.838Z,"28km WSW of Hawthorne, Nevada",earthquake,,2.6,0.08,3,reviewed,nn,nn
2017-03-08T08:24:16.420Z,44.8333333,-111.5443333,12.55,1.36,ml,15,70,0.081,0.21,mb,mb80201689,2017-03-08T15:34:03.990Z,"39km WNW of West Yellowstone, Montana",earthquake,0.45,0.75,0.239,5,reviewed,mb,mb
2017-03-08T08:20:32.030Z,34.61,-119.1745,1.86,1.89,ml,47,38,0.1286,0.3,ci,ci37822000,2017-03-08T17:46:36.780Z,"19km NNE of Ojai, CA",earthquake,0.26,0.55,0.169,57,reviewed,ci,ci
2017-03-08T08:14:33.016Z,64.8327,-147.2868,4.2,0.9,ml,,,,0.43,ak,ak15451659,2017-03-08T08:18:42.351Z,"9km NNE of North Pole, Alaska",earthquake,,0.6,,,automatic,ak,ak
